primary_track,program_duration_days,placed,employment_status,highest_level_of_education,biggest_challenge_in_search,work_authorization_status,number_of_interviews,number_of_applications,professional_experience_num
Data,184.0,0,Student,Doctorate or Professional Degree,Interview skills,Citizen,0.0,170,1.5
PSO,112.0,0,Unemployed,Master's Degree,CV issue,Citizen,20.0,170,0.5
SWE,73.0,1,Student,Master's Degree,Interview skills,Citizen,20.0,7,0.5
SWE,62.0,1,Student,Bachelor's Degree,CV issue,Citizen,0.0,140,3.5
PSO,170.0,0,Employed,Bachelor's Degree,Career clarity,Green Card,1.0,60,3.5
Design,112.0,0,Student,Bachelor's Degree,CV issue,Green Card,20.0,25,1.5
SWE,177.0,0,Contractor,"Some College, No Degree",CV issue,Citizen,0.0,7,1.5
SWE,38.0,1,Unemployed,Bachelor's Degree,Career clarity,Other,0.0,15,3.5
Design,151.0,0,Employed,Bachelor's Degree,Interview skills,Citizen,10.0,10,0.5
SWE,64.0,1,Unemployed,Bachelor's Degree,CV issue,Citizen,0.0,7,3.5
SWE,184.0,0,Unemployed,Bachelor's Degree,Tech issue,Other,1.0,30,3.5
PSO,184.0,0,Unemployed,Master's Degree,Interview skills,Green Card,3.0,20,1.5
PSO,170.0,0,Unemployed,Master's Degree,Career clarity,Citizen,0.0,80,0.5
PSO,170.0,0,Contractor,Bachelor's Degree,Interview skills,Citizen,1.0,30,0.5
SWE,170.0,0,Student,GED or equivalent,Career clarity,Other,0.0,110,5.0
SWE,153.0,1,Student,Bachelor's Degree,CV issue,Other,10.0,30,1.5
SWE,62.0,1,Employed,Bachelor's Degree,CV issue,Other,8.0,15,1.5
SWE,20.0,0,Employed,Master's Degree,Interview skills,Citizen,0.0,50,3.5
SWE,16.0,0,Student,GED or equivalent,Tech issue,Green Card,0.0,45,0.5
SWE,43.0,1,Contractor,Bachelor's Degree,Interview skills,Other,0.0,80,3.5
SWE,30.0,1,Employed,Master's Degree,Career clarity,Other,2.0,70,1.5
SWE,91.0,1,Employed,Bachelor's Degree,Tech issue,Citizen,0.0,60,3.5
SWE,187.0,1,Employed,Master's Degree,CV issue,Citizen,0.0,15,1.5
SWE,51.0,1,Unemployed,Bachelor's Degree,CV issue,Green Card,0.0,1,1.5
SWE,142.0,0,Unemployed,Master's Degree,Tech issue,Other,0.0,15,3.5
SWE,142.0,0,Employed,Bachelor's Degree,CV issue,Citizen,1.0,15,0.5
SWE,11.0,0,Student,Master's Degree,Tech issue,Citizen,0.0,70,1.5
SWE,128.0,0,Student,Master's Degree,Career clarity,Citizen,0.0,3,0.5
SWE,18.0,0,Employed,Master's Degree,CV issue,Other,1.0,30,5.0
SWE,16.0,0,Unemployed,"Some College, No Degree",Interview skills,Other,2.0,70,1.5
SWE,158.0,1,Employed,Bachelor's Degree,Tech issue,Citizen,0.0,15,0.5
SWE,65.0,1,Student,High School Graduate,CV issue,Other,0.0,20,0.5
SWE,365.0,0,Student,Master's Degree,CV issue,Citizen,3.0,4,1.5
Design,254.0,0,Student,Bachelor's Degree,Career clarity,Green Card,0.0,120,3.5
Data,184.0,0,Student,Master's Degree,Career clarity,Citizen,2.0,60,5.0
Design,360.0,0,Employed,Bachelor's Degree,Tech issue,Other,1.0,6,3.5
SWE,184.0,0,Contractor,Master's Degree,CV issue,Other,5.0,15,1.5
SWE,89.0,0,Student,Master's Degree,CV issue,Citizen,0.0,8,0.5
SWE,25.0,0,Unemployed,Master's Degree,CV issue,Other,0.0,10,1.5
SWE,20.0,0,Unemployed,Master's Degree,Interview skills,Other,0.0,30,1.5
SWE,153.0,1,Student,Bachelor's Degree,Interview skills,Citizen,1.0,15,1.5
SWE,108.0,1,Employed,Bachelor's Degree,CV issue,Citizen,3.0,8,0.5
SWE,61.0,1,Unemployed,Bachelor's Degree,Interview skills,Other,2.0,30,3.5
SWE,34.0,1,Student,Bachelor's Degree,CV issue,Other,0.0,45,0.5
Design,73.0,1,Employed,Bachelor's Degree,CV issue,Citizen,4.0,15,0.5
SWE,130.0,1,Unemployed,Master's Degree,Tech issue,Other,20.0,30,5.0
SWE,108.0,1,Student,Bachelor's Degree,Interview skills,Citizen,1.0,6,1.5
PSO,112.0,0,Unemployed,Bachelor's Degree,Interview skills,Other,2.0,5,0.5
SWE,53.0,1,Employed,Master's Degree,Tech issue,Citizen,7.0,50,5.0
SWE,239.0,1,Employed,Bachelor's Degree,Interview skills,Citizen,0.0,20,3.5
SWE,112.0,0,Student,Master's Degree,CV issue,Other,1.0,20,3.5
SWE,51.0,1,Unemployed,Master's Degree,CV issue,Other,4.0,150,5.0
SWE,0.0,0,Student,Bachelor's Degree,Interview skills,Citizen,5.0,10,1.5
Design,0.0,0,Unemployed,"Some College, No Degree",CV issue,Citizen,0.0,10,0.5
PSO,0.0,0,Employed,Master's Degree,Career clarity,Citizen,0.0,15,0.5
PSO,6.0,0,Unemployed,Doctorate or Professional Degree,Career clarity,Citizen,0.0,25,3.5
SWE,0.0,0,Student,Bachelor's Degree,CV issue,Other,8.0,70,1.5
PSO,112.0,0,Employed,Master's Degree,Career clarity,Citizen,1.0,25,3.5
SWE,112.0,0,Employed,"Some College, No Degree",Tech issue,Citizen,4.0,80,3.5
SWE,4.0,0,Student,Bachelor's Degree,Career clarity,Citizen,5.0,50,1.5
PSO,112.0,0,Employed,"Some College, No Degree",Interview skills,Citizen,3.0,50,1.5
PSO,0.0,0,Student,Bachelor's Degree,Interview skills,Other,0.0,0,1.5
SWE,112.0,0,Student,Bachelor's Degree,CV issue,Other,1.0,200,1.5
Data,112.0,0,Student,Doctorate or Professional Degree,Tech issue,Citizen,1.0,2,5.0
SWE,21.0,0,Student,Bachelor's Degree,CV issue,Citizen,7.0,15,5.0
Design,0.0,0,Unemployed,Master's Degree,Interview skills,Other,0.0,300,3.5
PSO,112.0,0,Unemployed,Bachelor's Degree,Career clarity,Citizen,0.0,20,1.5
SWE,112.0,0,Student,Bachelor's Degree,Interview skills,Citizen,1.0,25,3.5
PSO,66.0,0,Student,Bachelor's Degree,Interview skills,Other,3.0,15,1.5
Data,0.0,0,Student,Bachelor's Degree,Career clarity,Other,3.0,60,3.5
SWE,82.0,1,Employed,Bachelor's Degree,Tech issue,Green Card,0.0,0,0.5
SWE,112.0,0,Employed,Master's Degree,CV issue,Citizen,2.0,50,3.5
SWE,14.0,0,Contractor,Bachelor's Degree,CV issue,Other,1.0,200,0.5
SWE,0.0,0,Unemployed,Bachelor's Degree,CV issue,Other,0.0,40,1.5
SWE,51.0,1,Unemployed,Bachelor's Degree,CV issue,Other,0.0,10,5.0
SWE,112.0,0,Employed,Bachelor's Degree,CV issue,Other,0.0,25,0.5
SWE,0.0,0,Employed,Doctorate or Professional Degree,Career clarity,Other,0.0,400,0.5
SWE,12.0,0,Student,Doctorate or Professional Degree,Interview skills,Citizen,2.0,30,3.5
Design,0.0,0,Contractor,Master's Degree,CV issue,Citizen,0.0,10,3.5
SWE,138.0,1,Student,Bachelor's Degree,Interview skills,Citizen,10.0,100,1.5
SWE,0.0,0,Contractor,Master's Degree,Career clarity,Citizen,1.0,10,1.5
SWE,0.0,0,Unemployed,Master's Degree,CV issue,Citizen,5.0,50,0.5
SWE,112.0,0,Unemployed,"Some College, No Degree",CV issue,Citizen,0.0,20,1.5
SWE,0.0,0,Unemployed,Bachelor's Degree,Interview skills,Citizen,1.0,9,0.5
SWE,14.0,0,Student,Master's Degree,Career clarity,Other,4.0,1,0.5
PSO,0.0,0,Contractor,Master's Degree,CV issue,Green Card,3.0,70,0.5
SWE,112.0,0,Student,Bachelor's Degree,CV issue,Other,0.0,25,1.5
SWE,12.0,0,Employed,Master's Degree,Tech issue,Other,0.0,90,0.5
Design,115.0,1,Employed,"Some College, No Degree",Interview skills,Citizen,2.0,8,0.5
Data,12.0,0,Student,Bachelor's Degree,Interview skills,Other,7.0,1,5.0
SWE,112.0,0,Contractor,Master's Degree,Tech issue,Citizen,0.0,50,3.5
Data,112.0,0,Employed,Bachelor's Degree,CV issue,Citizen,2.0,70,3.5
Data,12.0,0,Student,Bachelor's Degree,Interview skills,Other,7.0,150,1.5
SWE,0.0,0,Student,Bachelor's Degree,Interview skills,Other,2.0,20,1.5
SWE,11.0,0,Employed,Master's Degree,Tech issue,Citizen,2.0,10,1.5
SWE,112.0,0,Student,Bachelor's Degree,CV issue,Other,1.0,15,1.5
SWE,12.0,0,Student,Bachelor's Degree,Interview skills,Other,0.0,15,1.5
Data,112.0,0,Student,Bachelor's Degree,CV issue,Other,2.0,5,1.5
Data,112.0,0,Student,Master's Degree,Tech issue,Other,2.0,5,5.0
SWE,16.0,0,Unemployed,Bachelor's Degree,CV issue,Citizen,0.0,6,1.5
PSO,23.0,0,Employed,Bachelor's Degree,Interview skills,Green Card,10.0,10,1.5
SWE,6.0,0,Student,Master's Degree,CV issue,Other,5.0,30,0.5
Design,112.0,0,Employed,Bachelor's Degree,Career clarity,Other,0.0,0,1.5
SWE,14.0,0,Employed,Bachelor's Degree,Interview skills,Citizen,2.0,10,1.5
PSO,9.0,0,Contractor,Master's Degree,Interview skills,Citizen,0.0,25,3.5
SWE,112.0,0,Employed,Bachelor's Degree,Career clarity,Green Card,0.0,15,1.5
PSO,112.0,0,Employed,"Some College, No Degree",CV issue,Citizen,1.0,35,3.5
PSO,112.0,0,Student,Master's Degree,Career clarity,Other,1.0,70,1.5
SWE,0.0,0,Student,Master's Degree,Tech issue,Other,1.0,9,3.5
SWE,112.0,0,Student,Bachelor's Degree,CV issue,Citizen,2.0,4,1.5
SWE,0.0,0,Unemployed,Bachelor's Degree,CV issue,Citizen,0.0,35,1.5
SWE,112.0,0,Student,Bachelor's Degree,CV issue,Other,3.0,35,1.5
SWE,112.0,0,Student,Bachelor's Degree,Interview skills,Citizen,1.0,10,3.5
SWE,0.0,0,Student,Master's Degree,Interview skills,Other,1.0,20,1.5
SWE,112.0,0,Student,Master's Degree,CV issue,Other,4.0,100,0.5
SWE,0.0,0,Student,Master's Degree,CV issue,Other,2.0,15,3.5
SWE,112.0,0,Contractor,Bachelor's Degree,Career clarity,Citizen,5.0,15,5.0
SWE,112.0,0,Contractor,Bachelor's Degree,CV issue,Citizen,1.0,15,0.5
SWE,112.0,0,Unemployed,Bachelor's Degree,Interview skills,Citizen,4.0,70,1.5
SWE,0.0,0,Contractor,GED or equivalent,Interview skills,Citizen,2.0,7,1.5
SWE,0.0,0,Student,Bachelor's Degree,CV issue,Other,3.0,50,1.5
Data,22.0,1,Unemployed,Master's Degree,Tech issue,Other,4.0,30,0.5
Data,112.0,0,Employed,Bachelor's Degree,CV issue,Citizen,4.0,45,0.5
PSO,13.0,0,Unemployed,Master's Degree,Interview skills,Citizen,1.0,25,1.5
SWE,112.0,0,Student,Bachelor's Degree,CV issue,Other,0.0,40,1.5
PSO,112.0,0,Employed,Master's Degree,CV issue,Citizen,0.0,15,3.5
PSO,112.0,0,Student,Bachelor's Degree,CV issue,Other,0.0,15,1.5
SWE,7.0,0,Student,Bachelor's Degree,Tech issue,Citizen,4.0,8,0.5
SWE,112.0,0,Unemployed,Bachelor's Degree,Interview skills,Citizen,0.0,10,0.5
Design,44.0,1,Employed,Master's Degree,Interview skills,Other,1.0,3,0.5
Design,7.0,0,Contractor,Bachelor's Degree,CV issue,Other,0.0,40,3.5
SWE,112.0,0,Employed,Doctorate or Professional Degree,CV issue,Green Card,0.0,70,1.5
SWE,11.0,0,Student,Master's Degree,Interview skills,Other,1.0,15,3.5
Data,0.0,0,Student,Master's Degree,Interview skills,Other,7.0,90,0.5
PSO,10.0,0,Student,High School Graduate,CV issue,Other,0.0,15,3.5
SWE,112.0,0,Student,Bachelor's Degree,Tech issue,Citizen,0.0,7,0.5
SWE,112.0,0,Unemployed,Bachelor's Degree,Interview skills,Citizen,1.0,60,1.5
Data,112.0,0,Employed,Master's Degree,CV issue,Other,4.0,50,0.5
SWE,0.0,0,Employed,Bachelor's Degree,Tech issue,Other,0.0,10,1.5
SWE,112.0,0,Employed,"Some College, No Degree",Career clarity,Green Card,4.0,40,3.5
Other,112.0,0,Student,Bachelor's Degree,Career clarity,Other,5.0,35,5.0
PSO,18.0,0,Unemployed,Master's Degree,Career clarity,Green Card,1.0,3,1.5
Data,112.0,0,Unemployed,Doctorate or Professional Degree,Tech issue,Other,1.0,10,1.5
Other,0.0,0,Unemployed,Bachelor's Degree,CV issue,Citizen,3.0,15,1.5
Data,14.0,0,Employed,Doctorate or Professional Degree,CV issue,Citizen,5.0,15,3.5
Design,112.0,0,Employed,Master's Degree,CV issue,Citizen,1.0,30,1.5
Data,15.0,0,Unemployed,Master's Degree,Career clarity,Green Card,0.0,8,1.5
SWE,14.0,0,Employed,Bachelor's Degree,CV issue,Citizen,1.0,15,3.5
SWE,112.0,0,Student,Doctorate or Professional Degree,CV issue,Citizen,0.0,25,1.5
SWE,112.0,0,Employed,Bachelor's Degree,Interview skills,Other,7.0,40,1.5
PSO,10.0,0,Employed,Bachelor's Degree,CV issue,Green Card,2.0,45,1.5
PSO,11.0,0,Employed,Bachelor's Degree,CV issue,Citizen,1.0,30,0.5
Data,28.0,1,Unemployed,Master's Degree,Interview skills,Other,4.0,200,1.5
PSO,0.0,0,Unemployed,Doctorate or Professional Degree,Tech issue,Other,0.0,5,1.5
SWE,13.0,0,Unemployed,Bachelor's Degree,CV issue,Citizen,10.0,100,3.5
SWE,40.0,1,Unemployed,Bachelor's Degree,CV issue,Other,5.0,200,0.5
PSO,16.0,0,Unemployed,Bachelor's Degree,Tech issue,Other,0.0,60,0.5
PSO,112.0,0,Contractor,Master's Degree,CV issue,Citizen,0.0,15,1.5
SWE,132.0,1,Employed,Bachelor's Degree,Tech issue,Other,0.0,45,5.0
SWE,192.0,0,Employed,Master's Degree,Tech issue,Other,0.0,30,0.5
SWE,16.0,0,Unemployed,Master's Degree,Interview skills,Citizen,1.0,30,3.5
Design,142.0,1,Employed,Master's Degree,Tech issue,Citizen,4.0,9,1.5
SWE,112.0,0,Unemployed,Bachelor's Degree,CV issue,Citizen,7.0,25,3.5
SWE,93.0,1,Student,Bachelor's Degree,CV issue,Citizen,10.0,15,5.0
SWE,212.0,1,Unemployed,Bachelor's Degree,CV issue,Citizen,2.0,0,3.5
SWE,227.0,1,Student,Bachelor's Degree,Interview skills,Green Card,0.0,15,1.5
SWE,112.0,0,Employed,Bachelor's Degree,CV issue,Other,5.0,140,3.5
SWE,101.0,1,Student,Bachelor's Degree,Interview skills,Other,2.0,7,1.5
SWE,112.0,0,Student,Bachelor's Degree,Interview skills,Green Card,7.0,25,1.5
SWE,194.0,1,Employed,Bachelor's Degree,CV issue,Other,4.0,1,3.5
SWE,136.0,1,Student,Master's Degree,Interview skills,Green Card,1.0,0,1.5
SWE,16.0,0,Employed,Bachelor's Degree,Career clarity,Citizen,2.0,50,1.5
SWE,0.0,0,Student,Bachelor's Degree,CV issue,Other,2.0,15,1.5
SWE,0.0,0,Unemployed,Master's Degree,Tech issue,Citizen,9.0,10,3.5
SWE,112.0,0,Student,Master's Degree,Career clarity,Green Card,0.0,45,5.0
Design,112.0,0,Student,Master's Degree,CV issue,Other,0.0,80,0.5
SWE,112.0,0,Employed,Master's Degree,CV issue,Other,1.0,45,3.5
PSO,0.0,0,Contractor,Master's Degree,Interview skills,Other,0.0,6,1.5
PSO,0.0,0,Unemployed,Master's Degree,CV issue,Other,0.0,50,0.5
SWE,112.0,0,Student,Bachelor's Degree,CV issue,Citizen,7.0,6,1.5
SWE,0.0,0,Student,Master's Degree,CV issue,Other,0.0,4,0.5
Data,112.0,0,Student,Master's Degree,CV issue,Other,0.0,20,3.5
SWE,6.0,0,Employed,Bachelor's Degree,CV issue,Citizen,1.0,7,0.5
PSO,112.0,0,Student,Master's Degree,CV issue,Green Card,3.0,15,0.5
SWE,4.0,0,Unemployed,Bachelor's Degree,Interview skills,Citizen,6.0,4,1.5
Design,112.0,0,Employed,Bachelor's Degree,Interview skills,Citizen,4.0,20,0.5
Data,112.0,0,Student,Doctorate or Professional Degree,Interview skills,Other,4.0,10,1.5
SWE,112.0,0,Unemployed,Bachelor's Degree,Career clarity,Citizen,4.0,7,1.5
SWE,112.0,0,Unemployed,Bachelor's Degree,Career clarity,Citizen,2.0,2,1.5
Design,112.0,0,Unemployed,Bachelor's Degree,Career clarity,Citizen,2.0,30,1.5
Design,0.0,0,Employed,Bachelor's Degree,CV issue,Citizen,2.0,8,1.5
SWE,112.0,0,Employed,Bachelor's Degree,Career clarity,Other,3.0,10,5.0
PSO,18.0,0,Employed,Master's Degree,Career clarity,Citizen,5.0,20,3.5
SWE,28.0,0,Employed,Bachelor's Degree,Tech issue,Other,5.0,0,3.5
SWE,112.0,0,Unemployed,Doctorate or Professional Degree,Career clarity,Citizen,2.0,0,0.5
SWE,112.0,0,Student,Bachelor's Degree,Tech issue,Other,0.0,2,1.5
SWE,112.0,0,Unemployed,Bachelor's Degree,Tech issue,Other,0.0,10,0.5
SWE,112.0,0,Employed,Bachelor's Degree,Interview skills,Citizen,4.0,3,3.5
SWE,0.0,0,Student,Bachelor's Degree,Career clarity,Citizen,4.0,130,3.5
SWE,112.0,0,Unemployed,Master's Degree,Career clarity,Citizen,0.0,30,1.5
PSO,0.0,0,Employed,Bachelor's Degree,Interview skills,Other,1.0,150,0.5
Data,112.0,0,Student,Master's Degree,Interview skills,Other,5.0,10,1.5
SWE,112.0,0,Unemployed,Bachelor's Degree,Career clarity,Citizen,3.0,9,1.5
SWE,112.0,0,Student,Master's Degree,Career clarity,Citizen,1.0,70,5.0
SWE,112.0,0,Employed,Master's Degree,Tech issue,Citizen,1.0,50,3.5
PSO,0.0,0,Unemployed,Bachelor's Degree,Interview skills,Green Card,0.0,8,3.5
PSO,112.0,0,Employed,Master's Degree,Interview skills,Green Card,2.0,0,5.0
PSO,112.0,0,Employed,Master's Degree,CV issue,Other,6.0,10,3.5
Data,112.0,0,Student,Bachelor's Degree,CV issue,Other,0.0,70,1.5
SWE,112.0,0,Unemployed,Doctorate or Professional Degree,CV issue,Other,0.0,9,1.5
SWE,112.0,0,Student,"Some College, No Degree",Tech issue,Other,0.0,10,0.5
SWE,112.0,0,Student,"Some College, No Degree",CV issue,Citizen,1.0,80,0.5
PSO,0.0,0,Unemployed,Bachelor's Degree,Interview skills,Citizen,0.0,3,0.5
Data,112.0,0,Employed,Doctorate or Professional Degree,CV issue,Other,0.0,0,3.5
PSO,112.0,0,Employed,Master's Degree,Interview skills,Citizen,0.0,110,0.5
Design,6.0,0,Employed,Bachelor's Degree,Interview skills,Green Card,1.0,60,3.5
PSO,0.0,0,Employed,Bachelor's Degree,Interview skills,Citizen,3.0,40,0.5
Data,90.0,0,Unemployed,Master's Degree,CV issue,Citizen,2.0,100,0.5
SWE,34.0,1,Unemployed,Master's Degree,CV issue,Green Card,4.0,20,0.5
SWE,0.0,0,Unemployed,Bachelor's Degree,Interview skills,Citizen,1.0,5,1.5
PSO,8.0,0,Employed,Master's Degree,CV issue,Other,4.0,30,0.5
SWE,48.0,1,Student,Bachelor's Degree,Interview skills,Citizen,10.0,20,1.5
PSO,14.0,0,Unemployed,Master's Degree,CV issue,Citizen,1.0,35,5.0
SWE,95.0,1,Student,Bachelor's Degree,CV issue,Other,2.0,60,5.0
SWE,112.0,0,Student,Doctorate or Professional Degree,CV issue,Other,2.0,10,3.5
Data,14.0,0,Student,"Some College, No Degree",CV issue,Other,0.0,3,1.5
Data,4.0,0,Unemployed,Bachelor's Degree,Interview skills,Citizen,0.0,70,3.5
SWE,9.0,0,Unemployed,Bachelor's Degree,CV issue,Citizen,1.0,10,1.5
Data,0.0,0,Unemployed,Bachelor's Degree,Tech issue,Citizen,1.0,5,1.5
Design,112.0,0,Contractor,Bachelor's Degree,Interview skills,Citizen,1.0,15,1.5
Design,112.0,0,Employed,Master's Degree,Interview skills,Other,0.0,80,1.5
SWE,0.0,0,Unemployed,Bachelor's Degree,Career clarity,Citizen,0.0,1,0.5
PSO,13.0,0,Student,Master's Degree,CV issue,Other,4.0,15,1.5
SWE,7.0,0,Employed,Bachelor's Degree,CV issue,Citizen,0.0,35,0.5
SWE,14.0,0,Unemployed,Master's Degree,Interview skills,Citizen,0.0,200,1.5
SWE,0.0,0,Contractor,Master's Degree,Interview skills,Other,3.0,45,3.5
SWE,112.0,0,Student,Master's Degree,Career clarity,Other,3.0,6,1.5
SWE,0.0,0,Unemployed,Bachelor's Degree,CV issue,Other,1.0,8,5.0
PSO,112.0,0,Employed,Bachelor's Degree,Interview skills,Citizen,1.0,90,3.5
PSO,112.0,0,Unemployed,Master's Degree,CV issue,Citizen,3.0,150,3.5
SWE,0.0,0,Student,Some High School,CV issue,Other,0.0,7,5.0
SWE,112.0,0,Student,Bachelor's Degree,Tech issue,Other,2.0,8,1.5
PSO,112.0,0,Contractor,Master's Degree,CV issue,Citizen,6.0,20,0.5
Data,112.0,0,Student,Doctorate or Professional Degree,CV issue,Other,1.0,45,0.5
PSO,112.0,0,Student,Doctorate or Professional Degree,CV issue,Other,0.0,1,3.5
PSO,112.0,0,Student,Master's Degree,Career clarity,Citizen,0.0,60,0.5
Data,112.0,0,Contractor,Master's Degree,Interview skills,Other,2.0,2,0.5
PSO,112.0,0,Student,Bachelor's Degree,CV issue,Citizen,6.0,5,3.5
PSO,0.0,0,Unemployed,Master's Degree,Interview skills,Other,4.0,40,3.5
SWE,112.0,0,Student,Master's Degree,CV issue,Other,0.0,20,1.5
SWE,209.0,1,Unemployed,Bachelor's Degree,Interview skills,Other,0.0,10,1.5
Data,0.0,0,Employed,Bachelor's Degree,CV issue,Other,0.0,35,5.0
Design,112.0,0,Contractor,Bachelor's Degree,CV issue,Other,0.0,15,1.5
SWE,112.0,0,Employed,Master's Degree,Tech issue,Other,1.0,5,1.5
Data,258.0,1,Student,Bachelor's Degree,Interview skills,Citizen,1.0,1,0.5
SWE,298.0,1,Unemployed,Master's Degree,CV issue,Citizen,0.0,9,3.5
SWE,73.0,1,Student,Bachelor's Degree,CV issue,Other,4.0,8,3.5
SWE,212.0,1,Employed,Bachelor's Degree,CV issue,Citizen,0.0,0,5.0
SWE,189.0,1,Unemployed,Doctorate or Professional Degree,CV issue,Other,1.0,20,1.5
Data,250.0,1,Employed,Bachelor's Degree,CV issue,Citizen,0.0,10,0.5
SWE,171.0,1,Unemployed,Bachelor's Degree,Interview skills,Citizen,3.0,40,1.5
Design,112.0,0,Student,Master's Degree,Career clarity,Other,0.0,7,1.5
Design,12.0,1,Student,Bachelor's Degree,CV issue,Citizen,2.0,6,3.5
SWE,112.0,0,Student,Bachelor's Degree,CV issue,Citizen,2.0,60,3.5
SWE,34.0,1,Unemployed,"Some College, No Degree",CV issue,Other,1.0,15,1.5
SWE,0.0,0,Unemployed,Master's Degree,Interview skills,Citizen,1.0,20,1.5
SWE,112.0,0,Student,"Some College, No Degree",Interview skills,Green Card,3.0,8,3.5
SWE,201.0,1,Unemployed,Bachelor's Degree,Interview skills,Other,1.0,25,1.5
PSO,219.0,1,Employed,Bachelor's Degree,CV issue,Other,1.0,70,0.5
PSO,55.0,1,Student,Bachelor's Degree,Interview skills,Citizen,5.0,60,0.5
SWE,0.0,0,Student,Bachelor's Degree,CV issue,Other,0.0,15,0.5
SWE,10.0,0,Employed,Master's Degree,Career clarity,Citizen,3.0,7,0.5
SWE,0.0,0,Unemployed,Bachelor's Degree,CV issue,Other,5.0,30,1.5
SWE,258.0,1,Employed,Bachelor's Degree,Tech issue,Citizen,0.0,8,3.5
SWE,0.0,0,Unemployed,Bachelor's Degree,Tech issue,Citizen,2.0,60,5.0
Design,10.0,0,Contractor,Bachelor's Degree,Career clarity,Citizen,0.0,60,3.5
SWE,173.0,1,Student,Bachelor's Degree,CV issue,Citizen,1.0,45,0.5
SWE,112.0,0,Unemployed,Master's Degree,CV issue,Citizen,1.0,15,3.5
SWE,1.0,1,Contractor,Doctorate or Professional Degree,CV issue,Citizen,1.0,15,0.5
SWE,314.0,1,Student,Bachelor's Degree,Interview skills,Citizen,0.0,45,1.5
SWE,309.0,1,Student,"Some College, No Degree",Career clarity,Citizen,4.0,45,1.5
SWE,219.0,0,Unemployed,Bachelor's Degree,Tech issue,Other,0.0,10,1.5
SWE,34.0,0,Employed,Bachelor's Degree,Career clarity,Other,0.0,60,3.5
PSO,112.0,0,Employed,Bachelor's Degree,CV issue,Citizen,0.0,7,0.5
SWE,112.0,0,Employed,Bachelor's Degree,Career clarity,Other,4.0,15,1.5
SWE,267.0,1,Student,"Some College, No Degree",CV issue,Citizen,6.0,45,3.5
SWE,31.0,1,Student,Bachelor's Degree,CV issue,Other,0.0,45,3.5
PSO,300.0,1,Student,Master's Degree,CV issue,Citizen,5.0,10,0.5
SWE,108.0,0,Student,Master's Degree,Tech issue,Other,0.0,50,0.5
Design,40.0,0,Unemployed,Bachelor's Degree,CV issue,Citizen,2.0,15,0.5
PSO,112.0,0,Student,Bachelor's Degree,Interview skills,Citizen,6.0,4,0.5
SWE,13.0,0,Unemployed,Master's Degree,CV issue,Citizen,1.0,15,0.5
PSO,32.0,0,Student,Bachelor's Degree,Tech issue,Other,4.0,15,3.5
SWE,123.0,1,Employed,Master's Degree,CV issue,Other,0.0,60,1.5
Design,112.0,0,Student,Master's Degree,Career clarity,Other,1.0,7,1.5
SWE,159.0,1,Unemployed,"Some College, No Degree",CV issue,Citizen,0.0,30,3.5
SWE,298.0,0,Student,Master's Degree,CV issue,Citizen,0.0,10,0.5
SWE,19.0,0,Student,Master's Degree,Interview skills,Other,0.0,3,3.5
SWE,338.0,1,Unemployed,Bachelor's Degree,Career clarity,Other,4.0,1,0.5
SWE,112.0,0,Employed,"Some College, No Degree",CV issue,Citizen,1.0,30,1.5
SWE,6.0,0,Contractor,Master's Degree,CV issue,Citizen,0.0,1,5.0
SWE,111.0,0,Unemployed,Bachelor's Degree,CV issue,Citizen,4.0,50,0.5
SWE,7.0,0,Unemployed,Bachelor's Degree,Interview skills,Other,1.0,40,3.5
Design,79.0,1,Student,Bachelor's Degree,CV issue,Other,0.0,50,1.5
SWE,121.0,0,Student,Bachelor's Degree,Interview skills,Citizen,0.0,0,3.5
Design,246.0,0,Employed,Bachelor's Degree,CV issue,Citizen,4.0,20,0.5
SWE,112.0,0,Employed,Bachelor's Degree,Career clarity,Other,0.0,50,0.5
Design,112.0,0,Unemployed,Bachelor's Degree,CV issue,Other,0.0,70,0.5
SWE,112.0,0,Unemployed,Master's Degree,Interview skills,Other,4.0,15,1.5
Data,257.0,1,Employed,Master's Degree,Career clarity,Other,5.0,15,1.5
SWE,324.0,1,Student,Bachelor's Degree,CV issue,Other,2.0,40,0.5
SWE,0.0,0,Unemployed,Bachelor's Degree,Career clarity,Other,0.0,0,0.5
SWE,112.0,0,Student,Master's Degree,Career clarity,Other,0.0,10,1.5
SWE,132.0,0,Student,Master's Degree,CV issue,Other,1.0,10,3.5
SWE,167.0,1,Student,"Some College, No Degree",CV issue,Citizen,3.0,15,3.5
SWE,112.0,0,Unemployed,Bachelor's Degree,Tech issue,Other,0.0,25,1.5
SWE,5.0,0,Student,Doctorate or Professional Degree,Interview skills,Citizen,0.0,15,0.5
SWE,129.0,0,Employed,Bachelor's Degree,Career clarity,Other,1.0,25,1.5
SWE,0.0,0,Employed,Bachelor's Degree,Tech issue,Other,1.0,80,3.5
Design,112.0,0,Student,"Some College, No Degree",Tech issue,Other,0.0,4,1.5
SWE,2.0,0,Unemployed,Bachelor's Degree,Tech issue,Other,0.0,80,1.5
SWE,223.0,1,Employed,Bachelor's Degree,CV issue,Citizen,1.0,35,0.5
SWE,74.0,0,Student,Master's Degree,CV issue,Citizen,6.0,15,1.5
Data,247.0,1,Employed,Bachelor's Degree,CV issue,Other,0.0,70,1.5
PSO,2.0,0,Student,Master's Degree,Interview skills,Citizen,0.0,20,3.5
